Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
scdo,0.500,"The Sickle Cell Disease Ontology (SCDO) project is a collaboration between H3ABioNet (Pan African Bioinformatics Network) and SPAN (Sickle Cell Disease Pan African Network). The SCDO is currently under development and its purpose is to 1) establish community standardized SCD terms and descriptions, 2) establish canonical and hierarchical representation of knowledge on SCD and 3) link to other ontologies and bodies of work such as DO, PhenX MeSH, ICD, NCI’s thesaurus, SNOMED and OMIM.","['Pathology', 'Machine learning', 'Medical informatics', 'Genotype and phenotype', 'Ontology and terminology']",[],0.0,https://www.ebi.ac.uk/ols/ontologies/scdo,https://bio.tools/scdo,339.0,215.0,289.4
covid-19 ontology,0.500,"The COVID-19 ontology covers the role of molecular and cellular entities in virus-host-interactions, in the virus life cycle, as well as a wide spectrum of medical and epidemiological concepts linked to COVID-19.","['Public health and epidemiology', 'Preclinical and clinical studies', 'Natural language processing', 'Virology', 'Ontology and terminology']",['Ontology'],0.0,https://github.com/covid-19-ontology/covid-19,https://bio.tools/covid-19 ontology,339.0,215.0,289.4
ipd project,0.500,"A centralised resource for the study of polymorphism in genes of the immune system.

The Immuno Polymorphism Database.

IPD was developed in 2003 to provide a centralised system for the study of polymorphism in genes of the immune system. The IPD project was established by the HLA Informatics Group of the Anthony Nolan Research Institute in close collaboration with the European Bioinformatics Institute.","['Genetic variation', 'Immunoproteins and antigens', 'Database management', 'Model organisms', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/ipd project,339.0,215.0,289.4
deepgoa,0.500,"DeepGOA is a deep Graph Convolutional Network based model to predict GO annotations of proteins. DeepGOA firstly quantifies the correlations (or edges) between GO terms and updates the edge weights of the direct acyclic graph (DAG) by leveraging GO annotations and hierarchy, then learns the semantic representation and latent inter-relations of GO terms in the way by applying GCN on the updated DAG.","['Molecular interactions, pathways and networks', 'Machine learning', 'Small molecules', 'Proteomics', 'Ontology and terminology']",['Script'],0.0,,https://bio.tools/deepgoa,339.0,215.0,289.4
bio-answerfinder,0.500,A system to find answers to questions from biomedical texts. The system is configured by a configuration file.,"['Medicine', 'Natural language processing', 'Machine learning', 'Data mining', 'Ontology and terminology']",[],0.0,https://github.com/SciCrunch/bio-answerfinder,https://bio.tools/bio-answerfinder,339.0,215.0,289.4
commodar,0.500,Literature mining for context-specific molecular relations using multimodal representations (COMMODAR). Biological contextual information helps understand various phenomena occurring in the biological systems consisting of complex molecular relations.,"['Molecular interactions, pathways and networks', 'Natural language processing', 'Machine learning', 'Data mining', 'Ontology and terminology']",['Script'],0.0,,https://bio.tools/commodar,339.0,215.0,289.4
bgeedb,0.500,"A package for the annotation and gene expression data download from Bgee database, and TopAnat analysis: GO-like enrichment of anatomical terms, mapped to genes by expression patterns.","['Mapping', 'Ontology and terminology', 'Gene expression']","['Command-line tool', 'Library']",0.0,,https://bio.tools/bgeedb,339.0,215.0,289.4
viralzone,0.500,"A web resource for all viral genus and families, providing general molecular and epidemiological informations, along with virion and genome figures. Each virus or family page gives an easy access to UniProtKB/Swiss-Prot viral protein entries.","['Virology', 'Proteomics', 'Ontology and terminology']",['Database portal'],132.0,,https://bio.tools/viralzone,339.0,322.0,332.20000000000005
microbe browser,0.500,"Web server providing comparative microbial genomics data integrated from GenBank, RefSeq, UniProt, InterPro, Gene Ontology and the Orthologs Matrix Project (OMA) databases. Gene predictions based on 5 software packages is also displayed.","['Comparative genomics', 'Mapping', 'Ontology and terminology', 'Genomics']",['Web application'],3.0,,https://bio.tools/microbe browser,339.0,243.0,300.6
parameciumdb,0.500,"Online community database for Paramecium species. Contains annotation of genome sequences and features, genome-wide data sets, advanced capabilities to query, retrieve, visualize and compare data.","['Sequence sites, features and motifs', 'Sequence analysis', 'Molecular genetics', 'Model organisms', 'Ontology and terminology']",['Database portal'],62.0,,https://bio.tools/parameciumdb,339.0,307.0,326.20000000000005
topgo,0.500,Package that provides tools for enrichment analysis for Gene Ontology (GO) terms. Different test statistics and different methods for eliminating local similarities and dependencies between GO terms can be implemented and applied.,"['Data mining', 'Ontology and terminology', 'Statistics and probability', 'Genomics']","['Command-line tool', 'Library']",780.0,,https://bio.tools/topgo,339.0,351.0,343.8
matscholar,0.500,Named Entity Recognition and Normalization Applied to Large-Scale Information Extraction from the Materials Science Literature | Public API for the Materials Scholar database | matscholar (Materials Scholar) is a Python library for materials-focused natural language processing (NLP). It is maintained by a team of researchers at UC Berkeley and Lawrence Berkeley National Laboratory as part of a project funded by the Toyota Research Institute,"['Chemistry', 'Ontology and terminology', 'Natural language processing']",['Command-line tool'],0.0,https://github.com/materialsintelligence/matscholar,https://bio.tools/matscholar,339.0,215.0,289.4
xenbase,0.500,The model organism database for Xenopus laevis and X. (Silurana) tropicalis.,"['Molecular interactions, pathways and networks', 'Gene transcripts', 'Model organisms', 'Ontology and terminology', 'Gene expression']",['Database portal'],81.0,,https://bio.tools/xenbase,339.0,313.0,328.6
ebi search,0.500,"High-performance, full-featured text searches across all EMBL-EBI databases or in selected databases available from EMBL-EBI.","['Systems biology', 'Literature and language', 'Genomics', 'Functional genomics', 'Comparative genomics', 'Molecular interactions, pathways and networks', 'Structural genomics', 'Proteomics', 'Protein interactions', 'Microarray experiment', 'Ontology and terminology']",['Web service'],113.0,https://www.biocatalogue.org/services/3763,https://bio.tools/ebi search,339.0,319.0,331.0
nbrp resources,0.500,"System for collecting, preserving and providing bioresources for use as experimental materials for life science research.","['Mapping', 'Plant biology', 'Zoology', 'Database management', 'Ontology and terminology']",['Database portal'],26.0,,https://bio.tools/nbrp resources,339.0,287.0,318.20000000000005
dcgor,0.500,An R Package for Analysing Ontologies and Protein Domain Annotations.,"['Sequence sites, features and motifs', 'Protein folds and structural domains', 'Ontology and terminology']",['Library'],7.0,,https://bio.tools/dcgor,339.0,258.0,306.6
sts-nlsp,0.500,"A Network-Based Label Space Partition Method for Predicting the Specificity of Membrane Transporter Substrates Using a Hybrid Feature of Structural and Semantic Similarity.

codes for the membrane transporter paper.

codes for membrane transporter paper:.

model_training_*.py are codes for parameter tuning in a server","['Molecular modelling', 'Drug discovery', 'Small molecules', 'Ontology and terminology', 'Drug metabolism']",[],0.0,,https://bio.tools/sts-nlsp,339.0,215.0,289.4
chewie-ns,0.500,"Chewie Nomenclature Server (chewie-NS) is a web server that allows users to share genome-based gene-by-gene typing schemas and to maintain a common nomenclature, simplifying the comparison of results. The combination between local analyses and a public repository of allelic data strikes a balance between potential confidentiality issues and the need to compare results.","['Imaging', 'Ontology and terminology', 'Genomics', 'Whole genome sequencing']",[],0.0,,https://bio.tools/chewie-ns,339.0,215.0,289.4
genosurf,0.500,metadata driven semantic search system for integrated genomic datasets.,"['Database management', 'Epigenomics', 'Ontology and terminology']",['Web application'],2.0,http://www.bioinformatics.deib.polimi.it/genosurf/dump/,https://bio.tools/genosurf,339.0,236.0,297.8
