Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
smog,0.250,"> HOMEPAGE MISSING! | > NAME EQUAL TO (PUB. DIFFERENT) bio.tools/smog | A Lightweight Tool for Object-Spreadsheet Mapping | In the life science domain, experts are usually familiar with spreadsheet software and often use it in their daily work to collect and structure required domain knowledge. The processing and analysis of spreadsheet data is an important task that must be supported by efficient software solutions. A typical application scenario is for example an integration of spreadsheet data (specified or derived) in an ontology to provide reasoning or search. Different converter tools were developed to support a spreadsheet-to-ontology transformation. Such tools allow often only a relatively simple structure of the spreadsheet template or they require complex mapping processes to map the spreadsheet and ontological entities","['Ontology and terminology', 'Biology']",[],0.0,,https://bio.tools/smog,528.0,315.0,442.8
iot-stream,0.250,"A Lightweight Ontology for Internet of Things Data Streams and Its Use with Data Analytics and Event Detection Services.

A Lightweight Ontology for IoT Data Streams.

T. Elsaleh, M. Bermudez-Edo, S. Enshaeifar, S. T. Acton, R. Rezvani and P. Barnaghi, ""IoT-Stream: A Lightweight Ontology for Internet of Things Data Streams,"" 2019 Global IoT Summit (GIoTS), Aarhus, Denmark, 2019, pp. 1-6.

||| CORRECT NAME OF TOOL COULD ALSO BE 'IoT' (bio.tools/IoT)","['Workflows', 'Model organisms', 'Ontology and terminology']",['Web service'],0.0,http://purl.org/iot/ontology/iot-stream,https://bio.tools/iot-stream,528.0,315.0,442.8
microbe browser,0.250,"Web server providing comparative microbial genomics data integrated from GenBank, RefSeq, UniProt, InterPro, Gene Ontology and the Orthologs Matrix Project (OMA) databases. Gene predictions based on 5 software packages is also displayed.","['Comparative genomics', 'Mapping', 'Ontology and terminology', 'Genomics']",['Web application'],3.0,,https://bio.tools/microbe browser,528.0,364.0,462.4
viralzone,0.250,"A web resource for all viral genus and families, providing general molecular and epidemiological informations, along with virion and genome figures. Each virus or family page gives an easy access to UniProtKB/Swiss-Prot viral protein entries.","['Virology', 'Proteomics', 'Ontology and terminology']",['Database portal'],132.0,,https://bio.tools/viralzone,528.0,529.0,528.4000000000001
bgeedb,0.250,"A package for the annotation and gene expression data download from Bgee database, and TopAnat analysis: GO-like enrichment of anatomical terms, mapped to genes by expression patterns.","['Mapping', 'Ontology and terminology', 'Gene expression']","['Command-line tool', 'Library']",0.0,,https://bio.tools/bgeedb,528.0,315.0,442.8
bio-answerfinder,0.250,A system to find answers to questions from biomedical texts. The system is configured by a configuration file.,"['Medicine', 'Natural language processing', 'Machine learning', 'Data mining', 'Ontology and terminology']",[],0.0,https://github.com/SciCrunch/bio-answerfinder,https://bio.tools/bio-answerfinder,528.0,315.0,442.8
enrichment map cytoscape plugin,0.250,"A Cytoscape plugin for functional enrichment visualization. Gene-sets, such as pathways and Gene Ontology terms, are organized into a network (i.e. the """"enrichment map""""). In this way, mutually overlapping gene-sets cluster together, making interpretation easier. It also enables the comparison of two different enrichment results in the same map.","['Mapping', 'Molecular interactions, pathways and networks', 'Ontology and terminology', 'Model organisms']",['Desktop application'],636.0,,https://bio.tools/enrichment map cytoscape plugin,528.0,565.0,542.8
ssif,0.250,Subsumption-based Sub-term Inference Framework to audit Gene Ontology.,"['Bioinformatics', 'Molecular interactions, pathways and networks', 'Small molecules', 'Cell biology', 'Ontology and terminology']",[],0.0,,https://bio.tools/ssif,528.0,315.0,442.8
drawglycan-snfg,0.250,"Rendering glycans and annotating glycopeptide mass spectra.

Render glycans and glycopeptides with fragmentation info. using the Symbolic Nomenclature for Glycans [SNFG].

Virtual Glycome Release notes FAQ.

IUPAC-condensed Input (glycan or glycopeptide):.

If you use this software, please cite: Cheng, K. et al., 'DrawGlycan-SNFG: a robust tool to render glycans and glycopeptides with fragmentation information', Glycobiology 27(3): 200-205, 2017 ( Abstract & Full Text )","['Ontology and terminology', 'Proteomics experiment', 'Small molecules']",['Web application'],0.0,https://github.com/neel-lab/DrawGlycan-SNFGv2,https://bio.tools/drawglycan-snfg,528.0,315.0,442.8
sparql,0.250,A hands-on introduction to querying evolutionary relationships across multiple data sources using SPARQL.,"['Model organisms', 'Ontology and terminology', 'Bioinformatics']",[],0.0,http://mbgd.genome.ad.jp/sparql/,https://bio.tools/sparql,528.0,315.0,442.8
response,0.250,"Framework for Enforcing Risk-Aware Security Policies in Constrained Dynamic Environments.

Multi-criteria decision making algorithm based on TOPSIS.","['Mathematics', 'Ontology and terminology']",[],0.0,,https://bio.tools/response,528.0,315.0,442.8
covid-19 testnorm,0.250,"COVID-19 TestNorm is a tool to normalize COVID-19 testing names to LOINC codes.

Large observational data networks that leverage routine clinical practice data in electronic health records (EHRs) are critical resources for research on coronavirus disease 2019 (COVID-19). Data normalization is a key challenge for the secondary use of EHRs for COVID-19 research across institutions. In this study, we addressed the challenge of automating the normalization of COVID-19 diagnostic tests, which are critical data elements, but for which controlled terminology terms were published after clinical implementation. We developed a simple but effective rule-based tool called COVID-19 TestNorm to automatically normalize local COVID-19 testing names to standard LOINC (Logical Observation Identifiers Names and Codes) codes. COVID-19 TestNorm was developed and evaluated using 568 test names collected from 8 healthcare systems","['Preclinical and clinical studies', 'Natural language processing', 'Medical informatics', 'Ontology and terminology', 'Laboratory techniques']",['Web application'],0.0,,https://bio.tools/covid-19 testnorm,528.0,315.0,442.8
ebi search,0.250,"High-performance, full-featured text searches across all EMBL-EBI databases or in selected databases available from EMBL-EBI.","['Systems biology', 'Literature and language', 'Genomics', 'Functional genomics', 'Comparative genomics', 'Molecular interactions, pathways and networks', 'Structural genomics', 'Proteomics', 'Protein interactions', 'Microarray experiment', 'Ontology and terminology']",['Web service'],113.0,https://www.biocatalogue.org/services/3763,https://bio.tools/ebi search,528.0,520.0,524.8
simtext,0.250,"A text mining framework for interactive analysis and visualization of similarities among biomedical entities.

For each search query, PMIDs or abstracts from PubMed are saved.

$ git clone https://github.com/dlal-group/simtext.

For all PMIDs in each row of a table the according abstracts are saved in additional columns.","['Workflows', 'Molecular interactions, pathways and networks', 'Natural language processing', 'Machine learning']",[],0.0,https://simtext.shinyapps.io/genes,https://bio.tools/simtext,528.0,315.0,442.8
topgo,0.250,Package that provides tools for enrichment analysis for Gene Ontology (GO) terms. Different test statistics and different methods for eliminating local similarities and dependencies between GO terms can be implemented and applied.,"['Data mining', 'Ontology and terminology', 'Statistics and probability', 'Genomics']","['Command-line tool', 'Library']",780.0,,https://bio.tools/topgo,528.0,578.0,548.0
score,0.250,"a consensus tool for detecting differentially expressed genes in bacteria.

Smart Consensus Of RNA Expression pipelines.","['Workflows', 'RNA-Seq', 'Ontology and terminology', 'Gene expression']",[],0.0,,https://bio.tools/score,528.0,315.0,442.8
gsso,0.250,"The Gender, Sex, and Sexual Orientation (GSSO) Ontology | GSSO is the Gender, Sex, and Sex Orientation ontology, including terms related to gender identity and expression, sexual and romantic identity and orientation, and sexual and reproductive behavior | Gender, Sex, and Sexual Orientation","['Pathology', 'Ontology and terminology', 'Gender medicine']",['Command-line tool'],1.0,,https://bio.tools/gsso,528.0,338.0,452.0
argminer,0.250,ARGminer is a web platform dedicated to the validation of ARGs by using sequence alignment and evidence from multiple sources.,"['Gene and protein families', 'Data submission, annotation and curation', 'Molecular interactions, pathways and networks', 'Small molecules', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/argminer,528.0,315.0,442.8
simdef,0.250,An efficient method for measuring semantic similarity of GO terms using their GO definitions.,"['Genetics', 'Ontology and terminology', 'Natural language processing']",['Command-line tool'],7.0,http://www.mybiosoftware.com/simdef-definition-based-semantic-similarity-measure-of-go-terms-for-functional-similarity-analysis-of-genes.html,https://bio.tools/simdef,528.0,389.0,472.40000000000003
protein naming utility,0.250,"Web-based database for storing and applying naming rules to identify and correct syntactically incorrect protein names, or to replace synonyms with their preferred name. It allows users to generate and manage collections of naming rules, optionally building upon the growing body of rules generated at the J. Craig Venter Institute (JCVI). Users can check their protein names against a selected collection, generating both statistics and corrected names.","['Gene and protein families', 'Ontology and terminology', 'Animals', 'Proteins']",['Database portal'],4.0,,https://bio.tools/protein naming utility,528.0,374.0,466.4
