Tool,keywords_score,Description,Topics,Operations,Inputs,Outputs,Type,Citations,URL,biotoolsID,License,keyword_rank,citations_rank,comp_score
NetBoxR,0.250,"Automated Discovery of Biological Process Modules by Network Analysis in R.

NetBox is a network-based approach that combines prior knowledge with a network clustering algorithm. The algorithm allows for the identification of functional modules and allows for combining multiple data types, such as mutations and copy number alterations. NetBox performs network analysis on human interaction networks, and comes pre-loaded with a Human Interaction Network (HIN) derived from four literature curated data sources, including the Human Protein Reference Database (HPRD), Reactome, NCI-Nature Pathway Interaction (PID) Database, and the MSKCC Cancer Cell Map.

GeneSetEnrichment, GraphAndNetwork, KEGG, Network, NetworkEnrichment, Pathways, Reactome, Software, SystemsBiology.","['Genetic variation', 'Oncology', 'Molecular interactions, pathways and networks', 'Cell biology', 'Ontology and terminology']","['Pathway analysis', 'Protein interaction network analysis', 'Gene-set enrichment analysis']",[],[],['Library'],0.0,,netboxr,LGPL-3.0,554.0,225.0,422.4
ParameciumDB,0.250,"Online community database for Paramecium species. Contains annotation of genome sequences and features, genome-wide data sets, advanced capabilities to query, retrieve, visualize and compare data.","['Sequence sites, features and motifs', 'Model organisms', 'Molecular genetics', 'Sequence analysis', 'Ontology and terminology']","['Genome annotation', 'Genome visualisation', 'Query and retrieval', 'DNA mapping', 'Sequence similarity search']","[{'data': {'term': 'expression data', 'uri': 'http://edamontology.org/data_2603'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]","[{'data': {'term': 'expression data', 'uri': 'http://edamontology.org/data_2603'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]",['Database portal'],71.0,,parameciumdb,CC-BY-4.0,554.0,524.0,542.0
ARPIR,0.250,"ARPIR (Automatic RNA-Seq Pipelines with Interactive Report) performs RNA-Seq analysis: quality control, pre-processing, alignment (primary-analysis), transcript quantification and differential expression analysis on BAM files (secondaty-analysis).","['RNA-Seq', 'Molecular interactions, pathways and networks', 'Gene expression', 'Workflows', 'Ontology and terminology']","['Treemap visualisation', 'RNA-Seq analysis', 'Principal component visualisation', 'RNA-Seq quantification', 'Essential dynamics']",[],[],"['Command-line tool', 'Workflow']",0.0,,arpir,GPL-3.0,554.0,225.0,422.4
COVID-19 biomarkers,0.250,OncoMX has been expanded to include COVID-19 biomarkers.,"['Medical imaging', 'Ontology and terminology', 'Biomarkers', 'Pathology']","['Aggregation', 'Data retrieval', 'Standardisation and normalisation']",[],[],['Web application'],0.0,,covid-19-biomarkers-oncomx,,554.0,225.0,422.4
VariMerge,0.250,"Building large updatable colored de Bruijn graphs via merging | VARI-merge is a pair of tools (vari-merge and color-merge) capable of merging the succinct colored de Bruijn graphs produced by VARI. The VARI-merge branch includes all of VARI | Cosmo is a fast, low-memory DNA assembler that uses a succinct de Bruijn graph | VARI is an extension to Cosmo and supports offline construction of succinct colored de Bruijn graphs. It can be found in the VARi branch, however all the components are also in this branch. You should use this branch for the VARI tools because it includes an important bugfix: Palendromes are not duplicated during the revcomp generation phase of succinct de Bruijn graph construction","['Metagenomics', 'Ontology and terminology']","['De-novo assembly', 'k-mer counting', 'Genome indexing']",[],[],[],6.0,,VariMerge,GPL-3.0,554.0,376.0,482.79999999999995
OntoQuestMain,0.250,Search terms starting for the query used for auto-complete service.,"['Data mining', 'Ontology and terminology', 'Data management']",['Data retrieval'],[],[],['Web API'],0.0,https://www.biocatalogue.org/services/2715,ontoquestmain,,554.0,225.0,422.4
ChEBI WS,0.250,"Chemical Entities of Biological Interest (ChEBI) is a freely available dictionary of molecular entities focused on ‘small’ chemical compounds. ""Molecular entity"" includes any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer, etc., identifiable as a separately distinguishable entity.","['Cheminformatics', 'Ontology and terminology', 'Small molecules']","['Data retrieval', 'Query and retrieval']","[{'data': {'term': 'chebi id', 'uri': 'http://edamontology.org/data_1174'}}]","[{'data': {'term': 'small molecule report', 'uri': 'http://edamontology.org/data_0962'}, 'format': {'term': 'html', 'uri': 'http://edamontology.org/format_2331'}}]",['Web service'],0.0,https://www.biocatalogue.org/services/2174,chebi_ws,,554.0,225.0,422.4
IKAP_cells,0.250,"IKAP - Identifying K mAjor cell Population groups in single-cell RNA-seq analysis.

IKAP – Identifying K mAjor cell Population groups in single-cell RNA-seq analysis.

Note: IKAP will, by default, regress out the percentage of mitochondrial gene counts and total UMI counts and scale the expression matrix using Seurat ScaleData function. These two values should be save in Seurat metadata with column names 'percent.mito' and 'nUMI' respectively. If you want to regress out different confounding variables or use different column names, please save these variables in Seurat metadata and set 'confounders' (an IKAP parameter) as their column names in the Seurat metadata data frame.","['RNA-Seq', 'Ontology and terminology', 'Cell biology', 'Transcriptomics']","['Regression analysis', 'Clustering', 'Expression analysis', 'Differential gene expression analysis', 'Essential dynamics']",[],[],['Library'],0.0,,ikap_cells,,554.0,225.0,422.4
simDEF,0.250,An efficient method for measuring semantic similarity of GO terms using their GO definitions.,"['Genetics', 'Ontology and terminology', 'Natural language processing']",['Document similarity calculation'],[],[],['Command-line tool'],13.0,http://www.mybiosoftware.com/simdef-definition-based-semantic-similarity-measure-of-go-terms-for-functional-similarity-analysis-of-genes.html,simdef,,554.0,415.0,498.4
Aber-OWL,0.250,Framework for automatically accessing information that is annotated with ontologies or contains terms used to label classes in ontologies.,"['Data submission, annotation and curation', 'Ontology and terminology']",['Ontology visualisation'],[],[],['Database portal'],38.0,,aber-owl,,554.0,491.0,528.8
KinPred,0.250,"A unified and sustainable approach for harnessing proteome-level human kinase-substrate predictions.

Welcome to the Github repository for the KinPred v1.0 project, which seeks to create sustainable and usable formats of whole human proteome predictions of kinases with site-specific substrates. Details of code are available within the Code and Data directory readme files. For orientation, the likely workflows you may be interested in, include:.

Users of KinPred-formatted Prediction Algorithm Resources.","['Proteomics', 'Protein interactions', 'Sequence analysis', 'Ontology and terminology', 'Protein modifications']","['Fold recognition', 'Filtering', 'Sorting', 'PTM site prediction', 'Network analysis']",[],[],['Command-line tool'],0.0,https://github.com/NaegleLab/KinPred,kinpred,MIT,554.0,225.0,422.4
LungMAP,0.250,"A comparison of alveolar formation and maturation within mouse and human lung.

Anatomic Ontology for Mouse Lung Maturation.

Cell Ontology for Mouse Lung Maturation.

Anatomic Ontology for Human Lung Maturation.

Cell Ontology for Human Lung Maturation.

Search BREATH to explore the developing lung.

LungMAP provides users with a tool to annotate images within the website. This webpage provides instructions on how to annotate an image using the tool.

Image annotation to convey specific information about an image, importantly, in the context of the image increases its value exponentially, especially with resolution on the molecular level.

LungMAP human and mouse ontologies reference page provides links to the LungMAP Ontology Browser, Release Notes, and text files for the scientific community to view the ontologies.","['Anatomy', 'Proteomics', 'Imaging', 'Metabolomics', 'Ontology and terminology']","['Expression analysis', 'Data retrieval', 'Ontology comparison', 'Image annotation']",[],[],['Web application'],3.0,https://www.lungmap.net/resources/annotation/,LungMAP,,554.0,330.0,464.4
GO-Elite,0.250,GO-Elite is designed to identify a minimal non-redundant set of biological Ontology terms or pathways to describe a particular set of genes or metabolites.,"['Pathways', 'Metabolites', 'Systems biology', 'Ontology and terminology']",['Pathway analysis'],[],[],['Desktop application'],160.0,http://www.mybiosoftware.com/go-elite-1-2-5-software-for-extended-pathway-analysis.html,go-elite,,554.0,563.0,557.6
IoT-Stream,0.250,"A Lightweight Ontology for Internet of Things Data Streams and Its Use with Data Analytics and Event Detection Services.

A Lightweight Ontology for IoT Data Streams.

T. Elsaleh, M. Bermudez-Edo, S. Enshaeifar, S. T. Acton, R. Rezvani and P. Barnaghi, ""IoT-Stream: A Lightweight Ontology for Internet of Things Data Streams,"" 2019 Global IoT Summit (GIoTS), Aarhus, Denmark, 2019, pp. 1-6.

||| CORRECT NAME OF TOOL COULD ALSO BE 'IoT' (bio.tools/IoT)","['Workflows', 'Model organisms', 'Ontology and terminology']","['Ontology visualisation', 'Query and retrieval', 'Parsing']",[],[],['Web service'],11.0,http://purl.org/iot/ontology/iot-stream,iot-stream,,554.0,405.0,494.4
The Comprehensive Antibiotic Resistance Database (CARD),0.250,Antibiotic resistome surveillance with the comprehensive antibiotic resistance database.,"['Whole genome sequencing', 'Metagenomics', 'Ontology and terminology', 'DNA polymorphism', 'Public health and epidemiology']","['Genotyping', 'Genome annotation', 'Antimicrobial resistance prediction', 'Database search', 'Virulence prediction']",[],[],['Database portal'],160.0,https://card.mcmaster.ca/genomes,CARD,,554.0,563.0,557.6
EMMA2 WS,0.250,A MAGE-compliant system for the collaborative analysis and integration of microarray data.,"['Microarray experiment', 'Ontology and terminology', 'Data management']",['Data retrieval'],[],[],['Web service'],0.0,https://www.biocatalogue.org/services/3747,emma2_ws,,554.0,225.0,422.4
Ontology Lookup Service,0.250,Repository for biomedical ontologies that aims to provide a single point of access to the latest ontology versions. Users can browse the ontologies through the web interface and programatic access is provided via a RESTful API.,['Ontology and terminology'],"['Ontology visualisation', 'ID mapping']",[],[],"['Web API', 'Web application']",278.0,https://github.com/EBISPOT/OLS/,ols,Apache-2.0,554.0,582.0,565.2
