Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
bjass,0.167,"A new joint screening method for right-censored time-to-event data with ultra-high dimensional covariates | Liu, Y., Chen, X., & Li, G. (2019). A new joint screening method for right-censored time-to-event data with ultra-high dimensional covariates. Statistical methods in medical research, 0962280219864710 | This program implements the BJASS joint screening method for DLBCL data (stored in matlab.mat) described in Section 4 of the paper",[],[],0.0,,https://bio.tools/bjass,3480.0,2330.0,3020.0
keypathwayminer,0.167,"De Novo Pathway Enrichment with KeyPathwayMiner.

(17E1EF77D1E66C1CFE344BDA3D7945B0).

Given a biological network and a set of case-control studies, KeyPathwayMiner efficiently extracts all maximal connected sub-networks. These sub-networks contain the genes that are mainly dysregulated, e.g., differentially expressed, in most cases studied.","['Microarray experiment', 'Epigenetics', 'Molecular interactions, pathways and networks', 'Gene expression']",['Web application'],0.0,,https://bio.tools/keypathwayminer,3480.0,2330.0,3020.0
fqseqname,0.167,List names of sequences from FASTQ formatted files.,"['Data management', 'Proteins', 'Nucleic acids', 'Sequence analysis']",['Web application'],522.0,https://galaxy.pasteur.fr/tool_runner?tool_id=toolshed.pasteur.fr/repos/odoppelt/fqtools/fqseqname/1.0,https://bio.tools/fqseqname,3480.0,4157.0,3750.8
annot,0.167,"a Django-based sample, reagent, and experiment metadata tracking system.

Annot and information about what Annot is can be found here: https://gitlab.com/biotransistor/annot . This here is just tutorial material for the tutorial described here: http://annot.readthedocs.io/en/latest/man_tutorial.html .

Welcome to Annotamentum’s Documentation. — Annot 5 documentation.

Welcome to Annotamentum’s Documentation.¶.

Django admin based sample, reagent and experiment metadata tracking.

Summary: Annot is a web application, developed for biological wetlab experiment layout, sample and reagent logging, so that data is ready for sharing and analysis. On its core annot makes use of the acpipe_anjson library and acjson - assay coordinate json - file format. The use of controlled vocabulary from ontologies for sample and reagent annotation is enforced. Annot’s modular implementation can be adapted to a variety of experimental paradigms","['Microarray experiment', 'Proteomics', 'Data submission, annotation and curation', 'Ontology and terminology', 'Gene expression']",[],0.0,,https://bio.tools/annot,3480.0,2330.0,3020.0
biobert,0.167,"A pre-trained biomedical language representation model for biomedical text mining | BioBERT: a pre-trained biomedical language representation model | This repository provides pre-trained weights of BioBERT, a language representation model for biomedical domain, especially designed for biomedical text mining tasks such as biomedical named entity recognition, relation extraction, question answering, etc. Please refer to our paper BioBERT: a pre-trained biomedical language representation model for biomedical text mining for more details | This repository provides fine-tuning codes of BioBERT, a language representation model for biomedical domain, especially designed for biomedical text mining tasks such as biomedical named entity recognition, relation extraction, question answering, etc. Please refer to our paper BioBERT: a pre-trained biomedical language representation model for biomedical text mining for more details. This project is done by DMIS-Lab","['Medicine', 'Ontology and terminology', 'Natural language processing']",[],92.0,https://github.com/dmis-lab/biobert,https://bio.tools/biobert,3480.0,3733.0,3581.2
itextmine,0.167,Integrated text-mining system for large-scale knowledge extraction from the literature.,"['Data mining', 'Molecular interactions, pathways and networks', 'Natural language processing']",['Web application'],1.0,,https://bio.tools/itextmine,3480.0,2456.0,3070.4
multifit,0.167,MultiFit is a web server for fitting multiple protein structures into their electron microscopy density map. The server takes as input a set of protein structures in the PDB format and an EM density map in the MRC format. The output is an ensemble of models ranked by their quality-of-fit to the density map.,"['Imaging', 'Electron microscopy', 'Protein structure analysis', 'Molecular modelling', 'Mapping']",['Web application'],18.0,,https://bio.tools/multifit,3480.0,3158.0,3351.2
minerva platform,0.167,"MINERVA (Molecular Interaction NEtwoRk VisuAlization) platform is a standalone webserver for visualization, exploration and management of molecular networks encoded in SBGN-compliant format, including files produced using CellDesigner or SBGN editors. Visualization of uploaded networks generated by the platform is accessible via a web browser to all viewers with the weblink to the resource.

MINERVA is a webservice using the Java Server Faces 2 technology. The server side, including data parsing, integration, annotation and verification, is implemented in Java 8. The platform uses the Postgres SQL database for data storage and the Hibernate framework as a middle layer between web server and database. The user web-interface is generated using JSF and PrimeFaces. The displayed content is visualized by OpenLayers or Google Maps API, dedicated JavaScript and CSS.","['Translational medicine', 'Molecular interactions, pathways and networks', 'Omics']","['Web API', 'Web service']",100.0,https://git-r3lab.uni.lu/minerva/core,https://bio.tools/minerva platform,3480.0,3752.0,3588.8
ihp-ping,0.167,"IHP-PING-generating integrated human protein-protein interaction networks on-the-fly.

IHP-PING: Integrated Human Protein-Protein Interaction Network Generator.

Maintainer: Gaston K. Mazandu 1,2,3 <gaston.mazandu at uct.ac.za>, Bioinformatics and Genomics Informatics Tools.

IHP-PING provides a flexible python package, which extracts and integrates heterogeneous PPI datasets to generate a unified PPI network on-the-fly, which is stored locally for further potential user applications through three main steps starting from user input as shown in the figure (Part A) below, with basic statistics and properties: power-law and small-world (Part B).","['Human biology', 'Informatics', 'Pathology', 'Protein interaction experiment', 'Protein interactions']",['Command-line tool'],0.0,,https://bio.tools/ihp-ping,3480.0,2330.0,3020.0
snphood,0.167,"This R package investigates and visualizes the local neighborhood of a set of SNPs of interest for NGS data such as chromatin marks or TF binding sites from ChIP-Seq or RNA-Seq experiments. It comprises a set of easy-to-use functions to extract, normalize and summarize reads for a genomic region.","['ChIP-seq', 'Data visualisation']","['Command-line tool', 'Library']",1.0,,https://bio.tools/snphood,3480.0,2456.0,3070.4
most+,0.167,"MOST+ is a fast MOTIF finding tool(MOtif finding by Suffix tree and heterogeneous Tags). It extracts distribution features of nearby epigenomic markers, like histone modification or nucleosome occupancy, to help de novo find motif, thus rendering a higher level of accuracy on characterizing motif (cross-validated by ChIP-seq data) and more co-factors.","['Histone modification', 'ChIP-seq', 'ChiP', 'DNA']",['Command-line tool'],0.0,http://www.mybiosoftware.com/most-1-5-motif-finding-system-combing-genomic-sequence-and-heterogenous-genome-wide-signatures.html,https://bio.tools/most+,3480.0,2330.0,3020.0
converter_genbank_to_fasta,0.167,Automatically convert a GenBank-format file into FASTA format.,['Sequence analysis'],['Web application'],0.0,https://galaxy.pasteur.fr/tool_runner?tool_id=CONVERTER_genbank_to_fasta,https://bio.tools/converter_genbank_to_fasta,3480.0,2330.0,3020.0
protemot,0.167,The Protein motif (Protemot) server predicts protein binding sites based on structural templates automatically extracted from crystal structures of protein-ligand complexes in the PDB.,"['Protein structure analysis', 'Protein binding sites', 'Proteins', 'Protein structural motifs and surfaces', 'Structure prediction']",['Web application'],15.0,,https://bio.tools/protemot,3480.0,3090.0,3324.0
bertmhc,0.167,"A Python script to predict peptide MHC binding and presentation with BERT model.
Improves MHC-peptide class II interaction prediction with transformer and multiple instance learning.","['Proteomics', 'Proteomics experiment', 'Immunoproteins and antigens', 'Small molecules', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/bertmhc,3480.0,2330.0,3020.0
nlimed,0.167,"Natural Language Interface for Model Entity Discovery in Biosimulation Model Repositories | This project is to convert user query to SPARQL in the Physiome Model Repository. The information looking by users usually is model entities | Natural Language Interface for Model Entity Discovery (NLIMED) is an interface to search model entities (i.e. flux of sodium across the basolateral plasma membrane, the concentration of potassium in the portion of tissue fluid) in the biosimulation models in repositories. The interface utilises the RDF inside biosimulation models and metadata from BioPortal. Currently, the interface can retrieve model entities from the Physiome Model Repository (PMR, https://models.physiomeproject.org) and the BioModels (https://www.ebi.ac.uk/biomodels/)","['Bioengineering', 'Ontology and terminology', 'Natural language processing']",['Command-line tool'],0.0,,https://bio.tools/nlimed,3480.0,2330.0,3020.0
